Sensor,Grupo de Execução,Precision,Recall,F1-Measure,Tempo Processa Sensor
1,diversidade-Noise-L1,0.9687687687687687,0.6493558776167472,0.7775367558447819,0.03266263008117676
2,diversidade-Noise-L1,0.9705484598046582,0.6500603864734299,0.778614911699114,0.03280997276306152
3,diversidade-Noise-L1,0.9695971244570915,0.6515700483091788,0.7793896346234875,0.03277707099914551
4,diversidade-Noise-L1,0.9702702702702702,0.6503623188405797,0.7787418655097614,0.03173494338989258
5,diversidade-Noise-L1,0.9735099337748344,0.6509661835748792,0.7802171290711701,0.0315852165222168
6,diversidade-Noise-L1,0.9711698113207548,0.6475442834138486,0.7770062194311937,0.03506636619567871
7,diversidade-Noise-L1,0.9725390156062425,0.6522745571658615,0.7808433734939758,0.03350973129272461
8,diversidade-Noise-L1,0.9731271580843717,0.6523752012882448,0.7811050189793336,0.03324604034423828
9,diversidade-Noise-L1,0.9705041384499624,0.6490539452495975,0.7778782944333877,0.0326690673828125
10,diversidade-Noise-L1,0.9676360924683073,0.6529790660225443,0.7797608316807885,0.034308671951293945
11,diversidade-Noise-L1,0.9705838211016059,0.6508655394524959,0.7792035664799085,0.03500843048095703
12,diversidade-Noise-L1,0.9705970597059705,0.6511674718196457,0.7794241657631611,0.035352468490600586
13,diversidade-Noise-L1,0.9698107539801742,0.6498590982286635,0.7782330962998675,0.03542280197143555
14,diversidade-Noise-L1,0.9707119255031541,0.6504629629629629,0.7789562492467157,0.03314399719238281
15,diversidade-Noise-L1,0.9692330781930062,0.6499597423510467,0.7781191638050485,0.03296637535095215
16,diversidade-Noise-L1,0.9672057502246182,0.6500603864734299,0.7775370169736366,0.03294873237609863
17,diversidade-Noise-L1,0.9708839861924058,0.6510668276972624,0.7794445448520996,0.03222465515136719
18,diversidade-Noise-L1,0.9689189189189189,0.6494565217391305,0.7776572668112798,0.03107929229736328
19,diversidade-Noise-L1,0.9690690690690691,0.6495571658615137,0.7777777777777777,0.03155994415283203
20,diversidade-Noise-L1,0.9695880149812734,0.6513687600644122,0.7792426705195352,0.033040523529052734
21,diversidade-Noise-L1,0.9692423105776444,0.6501610305958132,0.7782663694958135,0.03489398956298828
22,diversidade-Noise-L1,0.9684921230307577,0.649657809983897,0.7776639961448105,0.03370261192321777
23,diversidade-Noise-L1,0.9702255639097744,0.6493558776167472,0.7780055468467382,0.036248207092285156
24,diversidade-Noise-L1,0.9701021634615384,0.6498590982286635,0.7783269045323047,0.03462052345275879
25,diversidade-Noise-L1,0.9697562443575083,0.6486513687600645,0.7773489325774937,0.034345388412475586
26,diversidade-Noise-L1,0.9681423870774754,0.6514694041867954,0.7788473107929249,0.0351414680480957
27,diversidade-Noise-L1,0.9682824655894674,0.6513687600644122,0.7788206979542719,0.03587770462036133
28,diversidade-Noise-L1,0.9710079615442392,0.6505636070853462,0.7791237268727776,0.03566241264343262
29,diversidade-Noise-L1,0.9674565086982604,0.649255233494364,0.7770416767044087,0.03515791893005371
30,diversidade-Noise-L1,0.9715874924834637,0.6504629629629629,0.7792380033759343,0.03555154800415039
