Sensor,Grupo de Execução,Precision,Recall,F1-Measure,Tempo Processa Sensor
1,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.03015446662902832
2,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.029790163040161133
3,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.03008270263671875
4,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.030030488967895508
5,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.03018975257873535
6,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.03005385398864746
7,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.03088831901550293
8,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.030897855758666992
9,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.03091120719909668
10,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.030991554260253906
11,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.031197071075439453
12,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.030773401260375977
13,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.03015303611755371
14,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.030919551849365234
15,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.0298922061920166
16,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.03052973747253418
17,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.03170037269592285
18,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.03126358985900879
19,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.0324549674987793
20,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.03151106834411621
21,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.03111100196838379
22,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.03115534782409668
23,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.03248453140258789
24,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.032289981842041016
25,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.03196859359741211
26,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.03092026710510254
27,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.03154134750366211
28,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.030552148818969727
29,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.030800580978393555
30,diversidade-Freezing-L1,0.7690116775847337,1.0,0.8694252133311866,0.030683040618896484
