Sensor,Grupo de Execução,Precision,Recall,F1-Measure,Tempo Processa Sensor
1,svm-Freezing-L2,0.4993045897079277,0.9972222222222222,0.6654309545875811,0.3166940212249756
2,svm-Freezing-L2,0.4995366079703429,0.9981481481481481,0.6658431130327362,0.32184290885925293
3,svm-Freezing-L2,0.49942062572421786,0.9976851851851852,0.6656370656370657,0.3186986446380615
4,svm-Freezing-L2,0.4991304347826087,0.9965277777777778,0.6651216685979142,0.3210270404815674
5,svm-Freezing-L2,0.4995366079703429,0.9981481481481481,0.6658431130327362,0.3085753917694092
6,svm-Freezing-L2,0.4990142641772005,0.9960648148148148,0.6649153982847872,0.33085060119628906
7,svm-Freezing-L2,0.49918849988407143,0.9967592592592592,0.6652247798547815,0.32550835609436035
8,svm-Freezing-L2,0.4991304347826087,0.9965277777777778,0.6651216685979142,0.36170244216918945
9,svm-Freezing-L2,0.4993045897079277,0.9972222222222222,0.6654309545875811,0.3671581745147705
10,svm-Freezing-L2,0.49942062572421786,0.9976851851851852,0.6656370656370657,0.3486897945404053
11,svm-Freezing-L2,0.49936261443968016,0.9974537037037037,0.6655340180708935,0.32916879653930664
12,svm-Freezing-L2,0.4995366079703429,0.9981481481481481,0.6658431130327362,0.3355534076690674
13,svm-Freezing-L2,0.4992465515242842,0.9969907407407408,0.6653278751834403,0.3289370536804199
14,svm-Freezing-L2,0.4992465515242842,0.9969907407407408,0.6653278751834403,0.3203463554382324
15,svm-Freezing-L2,0.49942062572421786,0.9976851851851852,0.6656370656370657,0.3303208351135254
16,svm-Freezing-L2,0.49918849988407143,0.9967592592592592,0.6652247798547815,0.3149399757385254
17,svm-Freezing-L2,0.4994786235662148,0.9979166666666667,0.6657400972897846,0.32676005363464355
18,svm-Freezing-L2,0.49942062572421786,0.9976851851851852,0.6656370656370657,0.3319668769836426
19,svm-Freezing-L2,0.4992465515242842,0.9969907407407408,0.6653278751834403,0.31792426109313965
20,svm-Freezing-L2,0.4991304347826087,0.9965277777777778,0.6651216685979142,0.3323183059692383
21,svm-Freezing-L2,0.4995366079703429,0.9981481481481481,0.6658431130327362,0.3212265968322754
22,svm-Freezing-L2,0.49942062572421786,0.9976851851851852,0.6656370656370657,0.3314778804779053
23,svm-Freezing-L2,0.49918849988407143,0.9967592592592592,0.6652247798547815,0.3199801445007324
24,svm-Freezing-L2,0.4992465515242842,0.9969907407407408,0.6653278751834403,0.3248441219329834
25,svm-Freezing-L2,0.4994786235662148,0.9979166666666667,0.6657400972897846,0.3229246139526367
26,svm-Freezing-L2,0.49889803967057184,0.9956018518518519,0.664709064214512,0.32115721702575684
27,svm-Freezing-L2,0.4994786235662148,0.9979166666666667,0.6657400972897846,0.3250753879547119
28,svm-Freezing-L2,0.4995366079703429,0.9981481481481481,0.6658431130327362,0.32428526878356934
29,svm-Freezing-L2,0.4996525364836692,0.9986111111111111,0.6660490968040759,0.33082151412963867
30,svm-Freezing-L2,0.49959457894127185,0.9983796296296297,0.6659461128696055,0.3422987461090088
