Arquivo,Média F1-Measure,Média Tempo Processamento
F1-Measure-svm-LossAccuracy-L1-.csv,0.9517610232832504,0.3330655018488566
F1-Measure-diversidade-LossAccuracy-L1-.csv,0.947937151648074,0.023440217971801725
F1-Measure-svm-Drift-L2-.csv,0.8506364124496663,0.734898050626119
F1-Measure-diversidade-Noise-L2-.csv,0.975642887859862,0.023062467575073194
F1-Measure-svm-Freezing-L1-.csv,0.6655098802412527,0.3359399318695068
F1-Measure-isolation-LossAccuracy-L2-.csv,0.8787721704859277,0.07000475724538165
F1-Measure-isolation-Drift-L1-.csv,0.9999635665451733,0.08425221443176266
F1-Measure-svm-Freezing-L2-.csv,0.6654995876909751,0.3284358263015747
F1-Measure-diversidade-Bias-L2-.csv,0.9995536839516038,0.023901104927062936
F1-Measure-svm-LossAccuracy-L2-.csv,0.8858528589107455,0.34548919200897216
F1-Measure-isolation-Bias-L1-.csv,0.9622170102489207,0.07607645193735754
F1-Measure-isolation-Noise-L1-.csv,0.9928748410091527,0.08452636400858558
F1-Measure-diversidade-Freezing-L1-.csv,0.6664728375397729,0.02162237167358394
F1-Measure-diversidade-Drift-L2-.csv,0.9995102850253202,0.026215100288391077
F1-Measure-isolation-Freezing-L2-.csv,0.59205639342339,0.06848079363505043
F1-Measure-diversidade-Noise-L1-.csv,0.9890542679030841,0.023344635963439882
F1-Measure-isolation-Bias-L2-.csv,0.9199437281521027,0.0794780651728312
F1-Measure-diversidade-LossAccuracy-L2-.csv,0.8901041420673952,0.021679703394571894
F1-Measure-svm-Bias-L1-.csv,0.8442788271633276,0.3454518556594849
F1-Measure-diversidade-Bias-L1-.csv,0.9996762334043351,0.021776191393534303
F1-Measure-isolation-Drift-L2-.csv,0.941112406044692,0.08544147014617917
F1-Measure-diversidade-Freezing-L2-.csv,0.6663853351050051,0.024117493629455523
F1-Measure-diversidade-Drift-L1-.csv,0.9996655173597591,0.022519659996032663
F1-Measure-isolation-Freezing-L1-.csv,0.5916400148278793,0.06679353713989254
F1-Measure-svm-Drift-L1-.csv,0.9957374418108366,0.3909579833348592
F1-Measure-svm-Noise-L2-.csv,0.5209018890725058,0.4909952720006307
F1-Measure-isolation-Noise-L2-.csv,0.9394035720917173,0.08899558385213213
F1-Measure-svm-Noise-L1-.csv,0.6936557582462461,0.36415411631266276
F1-Measure-isolation-LossAccuracy-L1-.csv,0.9240083136005525,0.0710455258687337
F1-Measure-svm-Bias-L2-.csv,0.8330681697505856,0.3601738691329956
