Sensor,Grupo de Execução,Precision,Recall,F1-Measure,Accuracy,Tempo Processa Sensor
1,diversidade-Bias-L2,1.0,1.0,1.0,1.0,0.021021127700805664
2,diversidade-Bias-L2,0.9982668977469671,1.0,0.9991326973113617,0.9996527777777777,0.021079540252685547
3,diversidade-Bias-L2,0.9965397923875432,1.0,0.9982668977469671,0.9993055555555556,0.021118640899658203
4,diversidade-Bias-L2,0.9982668977469671,1.0,0.9991326973113617,0.9996527777777777,0.0210573673248291
5,diversidade-Bias-L2,0.9942462600690449,1.0,0.9971148297749568,0.9988425925925926,0.02133655548095703
6,diversidade-Bias-L2,0.9971148297749567,1.0,0.9985553308292402,0.9994212962962963,0.02110457420349121
7,diversidade-Bias-L2,0.9988439306358381,1.0,0.9994216310005783,0.9997685185185186,0.02147650718688965
8,diversidade-Bias-L2,0.9948186528497409,1.0,0.9974025974025974,0.9989583333333333,0.021039485931396484
9,diversidade-Bias-L2,0.9965397923875432,1.0,0.9982668977469671,0.9993055555555556,0.02109241485595703
10,diversidade-Bias-L2,0.9965397923875432,1.0,0.9982668977469671,0.9993055555555556,0.021241426467895508
11,diversidade-Bias-L2,0.9959654178674352,1.0,0.9979786312445856,0.9991898148148148,0.021033763885498047
12,diversidade-Bias-L2,0.9971148297749567,1.0,0.9985553308292402,0.9994212962962963,0.021312475204467773
13,diversidade-Bias-L2,0.9965397923875432,1.0,0.9982668977469671,0.9993055555555556,0.02112579345703125
14,diversidade-Bias-L2,0.9971148297749567,1.0,0.9985553308292402,0.9994212962962963,0.021112918853759766
15,diversidade-Bias-L2,0.9942462600690449,1.0,0.9971148297749568,0.9988425925925926,0.02120208740234375
16,diversidade-Bias-L2,0.9976905311778291,1.0,0.9988439306358381,0.999537037037037,0.021166324615478516
17,diversidade-Bias-L2,0.9959654178674352,1.0,0.9979786312445856,0.9991898148148148,0.02105569839477539
18,diversidade-Bias-L2,0.9965397923875432,1.0,0.9982668977469671,0.9993055555555556,0.023076772689819336
19,diversidade-Bias-L2,0.9959654178674352,1.0,0.9979786312445856,0.9991898148148148,0.021173477172851562
20,diversidade-Bias-L2,0.9948186528497409,1.0,0.9974025974025974,0.9989583333333333,0.02134990692138672
21,diversidade-Bias-L2,0.9976905311778291,1.0,0.9988439306358381,0.999537037037037,0.021101951599121094
22,diversidade-Bias-L2,0.9948186528497409,1.0,0.9974025974025974,0.9989583333333333,0.021129608154296875
23,diversidade-Bias-L2,0.9953917050691244,1.0,0.997690531177829,0.9990740740740741,0.02102494239807129
24,diversidade-Bias-L2,0.9971148297749567,1.0,0.9985553308292402,0.9994212962962963,0.021230459213256836
25,diversidade-Bias-L2,0.9936745255894192,1.0,0.9968272281511393,0.9987268518518518,0.020967483520507812
26,diversidade-Bias-L2,0.9959654178674352,1.0,0.9979786312445856,0.9991898148148148,0.021113157272338867
27,diversidade-Bias-L2,0.9953917050691244,1.0,0.997690531177829,0.9990740740740741,0.021007299423217773
28,diversidade-Bias-L2,0.9959654178674352,1.0,0.9979786312445856,0.9991898148148148,0.021132230758666992
29,diversidade-Bias-L2,0.9959654178674352,1.0,0.9979786312445856,0.9991898148148148,0.0212399959564209
30,diversidade-Bias-L2,0.9982668977469671,1.0,0.9991326973113617,0.9996527777777777,0.02116084098815918
1,diversidade-Bias-L2,1.0,1.0,1.0,1.0,0.026694297790527344
2,diversidade-Bias-L2,1.0,0.9995659722222222,0.9997829390058606,0.9996527777777777,0.025377750396728516
3,diversidade-Bias-L2,1.0,0.9991319444444444,0.9995657837603126,0.9993055555555556,0.024877548217773438
4,diversidade-Bias-L2,1.0,0.9995659722222222,0.9997829390058606,0.9996527777777777,0.048796892166137695
5,diversidade-Bias-L2,1.0,0.9985532407407407,0.9992760967134791,0.9988425925925926,0.029983997344970703
6,diversidade-Bias-L2,1.0,0.9992766203703703,0.9996381793183299,0.9994212962962963,0.026589632034301758
7,diversidade-Bias-L2,1.0,0.9997106481481481,0.9998553031399219,0.9997685185185186,0.024724483489990234
8,diversidade-Bias-L2,1.0,0.9986979166666666,0.9993485342019545,0.9989583333333333,0.026746273040771484
9,diversidade-Bias-L2,1.0,0.9991319444444444,0.9995657837603126,0.9993055555555556,0.0247805118560791
10,diversidade-Bias-L2,1.0,0.9991319444444444,0.9995657837603126,0.9993055555555556,0.027536869049072266
11,diversidade-Bias-L2,1.0,0.9989872685185185,0.9994933777230947,0.9991898148148148,0.023990154266357422
12,diversidade-Bias-L2,1.0,0.9992766203703703,0.9996381793183299,0.9994212962962963,0.02449774742126465
13,diversidade-Bias-L2,1.0,0.9991319444444444,0.9995657837603126,0.9993055555555556,0.028721332550048828
14,diversidade-Bias-L2,1.0,0.9992766203703703,0.9996381793183299,0.9994212962962963,0.02763676643371582
15,diversidade-Bias-L2,1.0,0.9985532407407407,0.9992760967134791,0.9988425925925926,0.024725914001464844
16,diversidade-Bias-L2,1.0,0.9994212962962963,0.9997105643994211,0.999537037037037,0.024359703063964844
17,diversidade-Bias-L2,1.0,0.9989872685185185,0.9994933777230947,0.9991898148148148,0.024365663528442383
18,diversidade-Bias-L2,1.0,0.9991319444444444,0.9995657837603126,0.9993055555555556,0.023122072219848633
19,diversidade-Bias-L2,1.0,0.9989872685185185,0.9994933777230947,0.9991898148148148,0.02300715446472168
20,diversidade-Bias-L2,1.0,0.9986979166666666,0.9993485342019545,0.9989583333333333,0.02460193634033203
21,diversidade-Bias-L2,1.0,0.9994212962962963,0.9997105643994211,0.999537037037037,0.023218393325805664
