Sensor,Grupo de Execução,Precision,Recall,F1-Measure,Accuracy,Tempo Processa Sensor
1,diversidade-Noise-L1,0.9985693848354793,0.8078703703703703,0.8931541906589893,0.9806712962962963,0.021541595458984375
2,diversidade-Noise-L1,0.9972027972027973,0.8252314814814815,0.903103229892337,0.9822916666666667,0.021234989166259766
3,diversidade-Noise-L1,0.9985693848354793,0.8078703703703703,0.8931541906589893,0.9806712962962963,0.021416187286376953
4,diversidade-Noise-L1,0.9970544918998527,0.7835648148148148,0.8775113415424497,0.978125,0.021384716033935547
5,diversidade-Noise-L1,0.9941775836972343,0.7905092592592593,0.8807221147646679,0.9785879629629629,0.02123403549194336
6,diversidade-Noise-L1,0.9943899018232819,0.8206018518518519,0.8991756499682941,0.9815972222222222,0.021738052368164062
7,diversidade-Noise-L1,0.99568345323741,0.8009259259259259,0.8877485567671585,0.9797453703703703,0.02141857147216797
8,diversidade-Noise-L1,0.9956268221574344,0.7905092592592593,0.8812903225806451,0.9787037037037037,0.021489858627319336
9,diversidade-Noise-L1,0.998546511627907,0.7951388888888888,0.8853092783505155,0.9793981481481482,0.02165985107421875
10,diversidade-Noise-L1,0.9929278642149929,0.8125,0.8936982813494591,0.9806712962962963,0.021351099014282227
11,diversidade-Noise-L1,0.9874125874125874,0.8171296296296297,0.8942368587713743,0.9806712962962963,0.02129507064819336
12,diversidade-Noise-L1,0.9985652797704447,0.8055555555555556,0.8917360666239591,0.9804398148148148,0.02135467529296875
13,diversidade-Noise-L1,0.9971550497866287,0.8113425925925926,0.8947032546266751,0.9809027777777778,0.02140045166015625
14,diversidade-Noise-L1,0.9883551673944687,0.7858796296296297,0.8755641521598968,0.977662037037037,0.021430492401123047
15,diversidade-Noise-L1,1.0,0.8055555555555556,0.8923076923076924,0.9805555555555555,0.021378755569458008
16,diversidade-Noise-L1,0.9929676511954993,0.8171296296296297,0.8965079365079366,0.9811342592592592,0.021264076232910156
17,diversidade-Noise-L1,0.9899856938483548,0.8009259259259259,0.8854766474728086,0.9792824074074075,0.021323680877685547
18,diversidade-Noise-L1,0.9957567185289957,0.8148148148148148,0.8962444302991726,0.9811342592592592,0.021213531494140625
19,diversidade-Noise-L1,0.9928057553956835,0.7986111111111112,0.8851828094932649,0.9792824074074075,0.02123260498046875
20,diversidade-Noise-L1,0.9942196531791907,0.7962962962962963,0.884318766066838,0.9791666666666666,0.02112293243408203
21,diversidade-Noise-L1,0.9862637362637363,0.8310185185185185,0.9020100502512562,0.9819444444444444,0.021327495574951172
22,diversidade-Noise-L1,0.9955882352941177,0.7835648148148148,0.876943005181347,0.9780092592592593,0.021150588989257812
23,diversidade-Noise-L1,0.9943899018232819,0.8206018518518519,0.8991756499682941,0.9815972222222222,0.0212099552154541
24,diversidade-Noise-L1,0.9956458635703919,0.7939814814814815,0.883451384417257,0.9790509259259259,0.021115541458129883
25,diversidade-Noise-L1,0.9913544668587896,0.7962962962962963,0.8831835686777919,0.9789351851851852,0.021127700805664062
26,diversidade-Noise-L1,0.9860335195530726,0.8171296296296297,0.8936708860759495,0.9805555555555555,0.02111029624938965
27,diversidade-Noise-L1,0.9899280575539569,0.7962962962962963,0.8826170622193714,0.9788194444444445,0.021142959594726562
28,diversidade-Noise-L1,0.9956772334293948,0.7997685185185185,0.8870346598202825,0.9796296296296296,0.02126336097717285
29,diversidade-Noise-L1,0.9986263736263736,0.8414351851851852,0.913316582914573,0.9840277777777777,0.020952701568603516
30,diversidade-Noise-L1,0.9957567185289957,0.8148148148148148,0.8962444302991726,0.9811342592592592,0.021132230758666992
1,diversidade-Noise-L1,0.9790958317592243,0.9998713991769548,0.9893745625755552,0.9806712962962963,0.021844863891601562
2,diversidade-Noise-L1,0.9809463722397477,0.9997427983539094,0.9902553977453665,0.9822916666666667,0.022834062576293945
3,diversidade-Noise-L1,0.9790958317592243,0.9998713991769548,0.9893745625755552,0.9806712962962963,0.023674726486206055
4,diversidade-Noise-L1,0.9765104886320813,0.9997427983539094,0.9879900870559827,0.978125,0.021683216094970703
5,diversidade-Noise-L1,0.9772412925939897,0.9994855967078189,0.9882382859685931,0.9785879629629629,0.022345781326293945
6,diversidade-Noise-L1,0.9804465749968462,0.9994855967078189,0.9898745462650449,0.9815972222222222,0.021824121475219727
7,diversidade-Noise-L1,0.978351164254248,0.9996141975308642,0.9888683925958908,0.9797453703703703,0.02173161506652832
8,diversidade-Noise-L1,0.9772441538848378,0.9996141975308642,0.9883026064844247,0.9787037037037037,0.022542476654052734
9,diversidade-Noise-L1,0.977741448692153,0.9998713991769548,0.9886826042726348,0.9793981481481482,0.02143406867980957
10,diversidade-Noise-L1,0.9795789739064666,0.9993569958847737,0.9893691514418486,0.9806712962962963,0.021791934967041016
11,diversidade-Noise-L1,0.9800630914826498,0.9988425925925926,0.9893637347939621,0.9806712962962963,0.02151012420654297
12,diversidade-Noise-L1,0.9788493012715599,0.9998713991769548,0.989248679941472,0.9804398148148148,0.021653175354003906
13,diversidade-Noise-L1,0.9794632732770568,0.9997427983539094,0.9894991408387959,0.9809027777777778,0.02174687385559082
14,diversidade-Noise-L1,0.9767383377341884,0.9989711934156379,0.9877296713077754,0.977662037037037,0.02163839340209961
15,diversidade-Noise-L1,0.9788519637462235,1.0,0.9893129770992367,0.9805555555555555,0.02173304557800293
16,diversidade-Noise-L1,0.9800731491991423,0.9993569958847737,0.9896211397644062,0.9811342592592592,0.02292799949645996
17,diversidade-Noise-L1,0.9783402594131722,0.9990997942386831,0.9886110580899662,0.9792824074074075,0.021668434143066406
