Dado,Label,Predição,Avaliação,Label_Cod,Predicao_Cod,Precisao,Recall,F-Measure
42,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
38,incorreto,P-incorreto,VN,0,0,0.9850348763474952,0.9988425925925926,0.9918906838643764
41,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
42,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
42,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
43,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
43,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
35,incorreto,P-incorreto,VN,0,0,0.9850348763474952,0.9988425925925926,0.9918906838643764
42,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
37,incorreto,P-incorreto,VN,0,0,0.9850348763474952,0.9988425925925926,0.9918906838643764
41,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
42,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
42,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
42,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
52,incorreto,P-incorreto,VN,0,0,0.9850348763474952,0.9988425925925926,0.9918906838643764
41,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
42,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
42,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
33,incorreto,P-incorreto,VN,0,0,0.9850348763474952,0.9988425925925926,0.9918906838643764
42,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
42,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
43,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
43,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
41,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
43,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
43,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
41,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
42,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
42,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
42,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
42,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
42,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
41,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
42,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
42,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
57,incorreto,P-incorreto,VN,0,0,0.9850348763474952,0.9988425925925926,0.9918906838643764
42,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
41,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
41,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
42,correto,P-correto,VP,1,1,0.9850348763474952,0.9988425925925926,0.9918906838643764
