Sensor,Grupo de Execução,F1-Measure,Tempo Processamento
1,svm-Drift-L1,0.9979418574736302,0.38170289993286133
2,svm-Drift-L1,0.9158371040723984,0.3950490951538086
3,svm-Drift-L1,0.9984565916398719,0.3698577880859375
4,svm-Drift-L1,0.9996142967343787,0.3687143325805664
5,svm-Drift-L1,0.9149707276275442,0.36624789237976074
6,svm-Drift-L1,0.9987778992731718,0.3699922561645508
7,svm-Drift-L1,0.9982631071083949,0.3695378303527832
8,svm-Drift-L1,0.999550099620798,0.3699524402618408
9,svm-Drift-L1,0.9981349282912083,0.3680119514465332
10,svm-Drift-L1,0.9990354318050284,0.3765532970428467
11,svm-Drift-L1,0.9992931953993447,0.36924171447753906
12,svm-Drift-L1,0.998327328872877,0.3697941303253174
13,svm-Drift-L1,0.9978120978120979,0.37192726135253906
14,svm-Drift-L1,0.998585390946502,0.42754650115966797
15,svm-Drift-L1,0.9985198532724111,0.3850216865539551
16,svm-Drift-L1,0.9977476028058431,0.37694334983825684
17,svm-Drift-L1,0.9985852090032151,0.3664205074310303
18,svm-Drift-L1,0.9983279742765275,0.393383264541626
19,svm-Drift-L1,0.999036423202929,0.377856969833374
20,svm-Drift-L1,0.9981981981981983,0.3683323860168457
21,svm-Drift-L1,0.9978132235657319,0.38695764541625977
22,svm-Drift-L1,0.998585390946502,0.3697953224182129
23,svm-Drift-L1,0.9973601184727323,0.3714001178741455
24,svm-Drift-L1,0.9992928318868533,0.39667248725891113
25,svm-Drift-L1,0.9992931953993447,0.384096622467041
26,svm-Drift-L1,0.9983290488431875,0.3811635971069336
27,svm-Drift-L1,0.9993569131832802,0.3872663974761963
28,svm-Drift-L1,0.9986494308315647,0.37556886672973633
29,svm-Drift-L1,0.9990351836367141,0.3718900680541992
30,svm-Drift-L1,0.9994216310005779,0.3702559471130371
