Sensor,Grupo de Execução,F1-Measure,Tempo Processamento
1,diversidade-Bias-L2,0.864674593241552,0.04494428634643555
2,diversidade-Bias-L2,0.8645605254926493,0.04618644714355469
3,diversidade-Bias-L2,0.8649914156391444,0.04935884475708008
4,diversidade-Bias-L2,0.8641142319158952,0.04862809181213379
5,diversidade-Bias-L2,0.8642168769098177,0.04038858413696289
6,diversidade-Bias-L2,0.8640288899356254,0.042388916015625
7,diversidade-Bias-L2,0.864467719243395,0.040898799896240234
8,diversidade-Bias-L2,0.8641994668339344,0.043599605560302734
9,diversidade-Bias-L2,0.8640540328280845,0.044216156005859375
10,diversidade-Bias-L2,0.8644899867529025,0.04599714279174805
11,diversidade-Bias-L2,0.864944764275712,0.0461122989654541
12,diversidade-Bias-L2,0.8888888888888892,0.046048641204833984
13,diversidade-Bias-L2,0.864928169893816,0.043230295181274414
14,diversidade-Bias-L2,0.8644585388771433,0.04288887977600098
15,diversidade-Bias-L2,0.8645857779863882,0.04834342002868652
16,diversidade-Bias-L2,0.8651010376843259,0.043814659118652344
17,diversidade-Bias-L2,0.8641491695393294,0.04138445854187012
18,diversidade-Bias-L2,0.8645995637270173,0.04049110412597656
19,diversidade-Bias-L2,0.8637540199231313,0.04309368133544922
20,diversidade-Bias-L2,0.864658133000312,0.040326595306396484
21,diversidade-Bias-L2,0.8645776353832931,0.040728092193603516
22,diversidade-Bias-L2,0.8646957609885813,0.04011178016662598
23,diversidade-Bias-L2,0.8644929236062241,0.04170513153076172
24,diversidade-Bias-L2,0.8642052565707133,0.04053544998168945
25,diversidade-Bias-L2,0.8643868847327648,0.04378080368041992
26,diversidade-Bias-L2,0.864506052323311,0.043385982513427734
27,diversidade-Bias-L2,0.8645231777743092,0.04433727264404297
28,diversidade-Bias-L2,0.8646493079990614,0.044339656829833984
29,diversidade-Bias-L2,0.864535292738216,0.04412341117858887
30,diversidade-Bias-L2,0.8638886717223044,0.04223299026489258
