Sensor,Grupo de Execução,F1-Measure,Tempo Processamento
1,isolation-Drift-L2,0.9411764705882354,0.09188199043273926
2,isolation-Drift-L2,0.941048332198775,0.08601117134094238
3,isolation-Drift-L2,0.9411764705882354,0.08485126495361328
4,isolation-Drift-L2,0.9411764705882354,0.09678244590759277
5,isolation-Drift-L2,0.9411123970317926,0.09765267372131348
6,isolation-Drift-L2,0.9411764705882354,0.09954118728637695
7,isolation-Drift-L2,0.9411123970317926,0.09531426429748535
8,isolation-Drift-L2,0.9411764705882354,0.09916257858276367
9,isolation-Drift-L2,0.941048332198775,0.09720683097839355
10,isolation-Drift-L2,0.9411764705882354,0.09667730331420898
11,isolation-Drift-L2,0.9411764705882354,0.09137606620788574
12,isolation-Drift-L2,0.9409842760874004,0.09919977188110352
13,isolation-Drift-L2,0.9411764705882354,0.10577058792114258
14,isolation-Drift-L2,0.9411123970317926,0.10393524169921875
15,isolation-Drift-L2,0.9411764705882354,0.10033535957336426
16,isolation-Drift-L2,0.9411123970317926,0.10095882415771484
17,isolation-Drift-L2,0.9411764705882354,0.10000276565551758
18,isolation-Drift-L2,0.9411764705882354,0.1002657413482666
19,isolation-Drift-L2,0.9411764705882354,0.10210227966308594
20,isolation-Drift-L2,0.9411764705882354,0.09922337532043457
21,isolation-Drift-L2,0.941048332198775,0.09882712364196777
22,isolation-Drift-L2,0.941048332198775,0.10490250587463379
23,isolation-Drift-L2,0.9409842760874004,0.10460591316223145
24,isolation-Drift-L2,0.9411123970317926,0.09859585762023926
25,isolation-Drift-L2,0.9411764705882354,0.09292006492614746
26,isolation-Drift-L2,0.9411123970317926,0.09846949577331543
27,isolation-Drift-L2,0.9411764705882354,0.10147953033447266
28,isolation-Drift-L2,0.9411123970317926,0.0961918830871582
29,isolation-Drift-L2,0.9411123970317926,0.10454964637756348
30,isolation-Drift-L2,0.9411123970317926,0.08616781234741211
