Sensor,Grupo de Execução,F1-Measure,Tempo Processamento
1,svm-LossAccuracy-L2,0.8925384714858402,0.3239858150482178
2,svm-LossAccuracy-L2,0.8917609046849756,0.3195533752441406
3,svm-LossAccuracy-L2,0.892723277756236,0.32361745834350586
4,svm-LossAccuracy-L2,0.892981775882125,0.3058512210845947
5,svm-LossAccuracy-L2,0.8921803246879244,0.3218240737915039
6,svm-LossAccuracy-L2,0.89174691397919,0.31588125228881836
7,svm-LossAccuracy-L2,0.8917888752503393,0.32154130935668945
8,svm-LossAccuracy-L2,0.8926517158921995,0.34119725227355957
9,svm-LossAccuracy-L2,0.8920333397945336,0.34845495223999023
10,svm-LossAccuracy-L2,0.8915584834980304,0.320326566696167
11,svm-LossAccuracy-L2,0.8925106713232439,0.3578474521636963
12,svm-LossAccuracy-L2,0.541557469112692,0.35802149772644043
13,svm-LossAccuracy-L2,0.8913282107574094,0.35054516792297363
14,svm-LossAccuracy-L2,0.8923792902850494,0.39145326614379883
15,svm-LossAccuracy-L2,0.8921346862276226,0.34023141860961914
16,svm-LossAccuracy-L2,0.8929402637703648,0.32430148124694824
17,svm-LossAccuracy-L2,0.8918308040038743,0.3772623538970947
18,svm-LossAccuracy-L2,0.8920909795812869,0.37350893020629883
19,svm-LossAccuracy-L2,0.892582293216064,0.37819790840148926
20,svm-LossAccuracy-L2,0.8806413712074087,0.3665614128112793
21,svm-LossAccuracy-L2,0.8919477833785706,0.3800382614135742
22,svm-LossAccuracy-L2,0.8926816653736743,0.3664286136627197
23,svm-LossAccuracy-L2,0.8795281054823042,0.36886048316955566
24,svm-LossAccuracy-L2,0.892162563804355,0.36734867095947266
25,svm-LossAccuracy-L2,0.8930719968950123,0.3812577724456787
26,svm-LossAccuracy-L2,0.8932289982538962,0.3577268123626709
27,svm-LossAccuracy-L2,0.8928987194412111,0.33269309997558594
28,svm-LossAccuracy-L2,0.8506532663316584,0.3511621952056885
29,svm-LossAccuracy-L2,0.8919041157847132,0.33107686042785645
30,svm-LossAccuracy-L2,0.8912706611570248,0.34125542640686035
