Sensor,Grupo de Execução,F1-Measure,Tempo Processamento
1,isolation-Noise-L1,0.9929712460063894,0.08865141868591309
2,isolation-Noise-L1,0.99265222669478,0.08661913871765137
3,isolation-Noise-L1,0.9915032262186168,0.08153438568115234
4,isolation-Noise-L1,0.9915043117214951,0.08150720596313477
5,isolation-Noise-L1,0.9928996353866818,0.08102989196777344
6,isolation-Noise-L1,0.9929658524107944,0.08623218536376953
7,isolation-Noise-L1,0.993287732532123,0.08703470230102539
8,isolation-Noise-L1,0.9928425357873215,0.0854640007019043
9,isolation-Noise-L1,0.9923361859752207,0.09403085708618164
10,isolation-Noise-L1,0.9927809365616815,0.080810546875
11,isolation-Noise-L1,0.9929685502429049,0.08536362648010254
12,isolation-Noise-L1,0.9931555043817571,0.08524107933044434
13,isolation-Noise-L1,0.9937292039928334,0.08366131782531738
14,isolation-Noise-L1,0.9921410772474601,0.08766865730285645
15,isolation-Noise-L1,0.9925234839286858,0.09256720542907715
16,isolation-Noise-L1,0.9928397903081443,0.09300780296325684
17,isolation-Noise-L1,0.9923273657289005,0.08721089363098145
18,isolation-Noise-L1,0.9918906838643764,0.08743643760681152
19,isolation-Noise-L1,0.9932207725761065,0.08897709846496582
20,isolation-Noise-L1,0.994495647721454,0.08010315895080566
21,isolation-Noise-L1,0.9929050814956852,0.08602571487426758
22,isolation-Noise-L1,0.9939843849993599,0.09039759635925293
23,isolation-Noise-L1,0.990805771932065,0.08938908576965332
24,isolation-Noise-L1,0.9925253944930683,0.08141899108886719
25,isolation-Noise-L1,0.9932834388792937,0.08612227439880371
26,isolation-Noise-L1,0.991764029879333,0.09074687957763672
27,isolation-Noise-L1,0.9928425357873215,0.08861136436462402
28,isolation-Noise-L1,0.9932860157299059,0.08611464500427246
29,isolation-Noise-L1,0.9923303080659596,0.08603167533874512
30,isolation-Noise-L1,0.9937935888412569,0.08424949645996094
