Sensor,Grupo de Execução,F1-Measure,Tempo Processamento
1,diversidade-Noise-L1,0.9490357213864405,0.03726792335510254
2,diversidade-Noise-L1,0.9464143953426835,0.03950142860412598
3,diversidade-Noise-L1,0.9473126118364376,0.03845548629760742
4,diversidade-Noise-L1,0.9464344832152549,0.03846168518066406
5,diversidade-Noise-L1,0.9474799655606335,0.03801369667053223
6,diversidade-Noise-L1,0.9481275638480878,0.0362553596496582
7,diversidade-Noise-L1,0.9488113369975494,0.03882265090942383
8,diversidade-Noise-L1,0.946929039952296,0.03938150405883789
9,diversidade-Noise-L1,0.9458154151505128,0.03800821304321289
10,diversidade-Noise-L1,0.947633567546069,0.03761553764343262
11,diversidade-Noise-L1,0.9487909903941706,0.03934788703918457
12,diversidade-Noise-L1,0.947738426847062,0.03682398796081543
13,diversidade-Noise-L1,0.9485820302146837,0.04605698585510254
14,diversidade-Noise-L1,0.9483294740324181,0.03912162780761719
15,diversidade-Noise-L1,0.9481206987824247,0.036753177642822266
16,diversidade-Noise-L1,0.9473265752335519,0.0375361442565918
17,diversidade-Noise-L1,0.9467267426451099,0.03657937049865723
18,diversidade-Noise-L1,0.9477720481290496,0.037039756774902344
19,diversidade-Noise-L1,0.9492379058979454,0.036417245864868164
20,diversidade-Noise-L1,0.9497480774330415,0.037192583084106445
21,diversidade-Noise-L1,0.9469712015888784,0.039281368255615234
22,diversidade-Noise-L1,0.949543106873262,0.03606057167053223
23,diversidade-Noise-L1,0.9469020696951665,0.036894798278808594
24,diversidade-Noise-L1,0.9470892454581622,0.03849601745605469
25,diversidade-Noise-L1,0.9485411140583557,0.036458730697631836
26,diversidade-Noise-L1,0.9473684210526317,0.03642416000366211
27,diversidade-Noise-L1,0.9480450629556002,0.03893613815307617
28,diversidade-Noise-L1,0.9498043896293352,0.03639817237854004
29,diversidade-Noise-L1,0.9460426885854433,0.03909659385681152
30,diversidade-Noise-L1,0.9484987074965204,0.03819417953491211
