Sensor,Grupo de Execução,F1-Measure,Tempo Processamento
1,svm-Bias-L1,0.8800214247455814,0.32404351234436035
2,svm-Bias-L1,0.7849923653021159,0.3350563049316406
3,svm-Bias-L1,0.8771505376344085,0.32456469535827637
4,svm-Bias-L1,0.8763592428513894,0.3254520893096924
5,svm-Bias-L1,0.8754630565097323,0.3274838924407959
6,svm-Bias-L1,0.7791505226990274,0.32079625129699707
7,svm-Bias-L1,0.8785886772202841,0.33095788955688477
8,svm-Bias-L1,0.8696883852691216,0.31598353385925293
9,svm-Bias-L1,0.8755958375293725,0.326169490814209
10,svm-Bias-L1,0.7734019103600291,0.32614779472351074
11,svm-Bias-L1,0.8727737079104775,0.3161439895629883
12,svm-Bias-L1,0.878330313401785,0.3356168270111084
13,svm-Bias-L1,0.8773369199731001,0.3205256462097168
14,svm-Bias-L1,0.7826023710815335,0.31918764114379883
15,svm-Bias-L1,0.8764256004293572,0.34054040908813477
16,svm-Bias-L1,0.8759632781612278,0.3251149654388428
17,svm-Bias-L1,0.8775947502343648,0.3135848045349121
18,svm-Bias-L1,0.8774936403802385,0.3279132843017578
19,svm-Bias-L1,0.873719676549865,0.33339834213256836
20,svm-Bias-L1,0.9987123358228176,0.3213372230529785
21,svm-Bias-L1,0.8784682566341957,0.3163728713989258
22,svm-Bias-L1,0.7730636769986076,0.3195765018463135
23,svm-Bias-L1,0.7700887943054229,0.32256293296813965
24,svm-Bias-L1,0.8746892427601961,0.31387877464294434
25,svm-Bias-L1,0.7783452502553628,0.3164389133453369
26,svm-Bias-L1,0.878852854462611,0.33171725273132324
27,svm-Bias-L1,0.8762838155333288,0.3287777900695801
28,svm-Bias-L1,0.8758643840214835,0.3254055976867676
29,svm-Bias-L1,0.8779670108622768,0.31670665740966797
30,svm-Bias-L1,0.8797587131367292,0.33170342445373535
