Arquivo,Média F1-Measure,Média Tempo Processamento
F1-Measure-svm-LossAccuracy-L1-.csv,0.8014052535795783,0.3570194244384765
F1-Measure-diversidade-LossAccuracy-L1-.csv,0.6343324936844555,0.0070992310841878
F1-Measure-svm-Drift-L2-.csv,0.7500809565595473,0.706366221110026
F1-Measure-diversidade-Noise-L2-.csv,0.7436208123911499,0.004033724466959599
F1-Measure-svm-Freezing-L1-.csv,0.9226932668329176,0.3647615909576416
F1-Measure-isolation-LossAccuracy-L2-.csv,0.8530724193709022,0.0833956400553385
F1-Measure-isolation-Drift-L1-.csv,0.8407662312548685,0.09314521153767896
F1-Measure-svm-Freezing-L2-.csv,0.9226932668329176,0.36620505650838214
F1-Measure-diversidade-Bias-L2-.csv,1.0,0.003777980804443334
F1-Measure-svm-LossAccuracy-L2-.csv,0.8734490672439641,0.3519657452901204
F1-Measure-isolation-Bias-L1-.csv,0.8153742355271655,0.09178296724955237
F1-Measure-isolation-Noise-L1-.csv,0.8406200764002906,0.09438316027323403
F1-Measure-diversidade-Freezing-L1-.csv,0.888888888888889,0.0040299097696939665
F1-Measure-diversidade-Drift-L2-.csv,0.9999759863602526,0.004221518834431933
F1-Measure-isolation-Freezing-L2-.csv,0.5716647379732187,0.07691844304402663
F1-Measure-diversidade-Noise-L1-.csv,0.7143260136264479,0.005200703938802
F1-Measure-isolation-Bias-L2-.csv,0.9143582493765727,0.0910146236419677
F1-Measure-diversidade-LossAccuracy-L2-.csv,0.7011648460522703,0.003913323084513267
F1-Measure-svm-Bias-L1-.csv,0.7637049432068076,0.5457733472188314
F1-Measure-diversidade-Bias-L1-.csv,1.0,0.005431731541951433
F1-Measure-isolation-Drift-L2-.csv,0.943126998893986,0.08171939849853514
F1-Measure-diversidade-Freezing-L2-.csv,0.888888888888889,0.0037897427876789663
F1-Measure-diversidade-Drift-L1-.csv,0.9999409035841976,0.004827976226806567
F1-Measure-isolation-Freezing-L1-.csv,0.5716647379732187,0.07558854420979817
F1-Measure-svm-Drift-L1-.csv,0.7411105686971311,1.1959826946258545
F1-Measure-svm-Noise-L2-.csv,0.4482132009887594,0.5979322592417399
F1-Measure-isolation-Noise-L2-.csv,0.9431697216862375,0.0866915384928385
F1-Measure-svm-Noise-L1-.csv,0.6360964170907051,0.6531793276468912
F1-Measure-isolation-LossAccuracy-L1-.csv,0.7616704314398038,0.0865677197774251
F1-Measure-svm-Bias-L2-.csv,0.8785151197304105,0.4876341025034587
