Sensor,Grupo de Execução,F1-Measure,Tempo Processamento
1,isolation-LossAccuracy-L1,0.9116450546656497,0.08309316635131836
2,isolation-LossAccuracy-L1,0.9099809281627462,0.08329010009765625
3,isolation-LossAccuracy-L1,0.9104193138500635,0.078857421875
4,isolation-LossAccuracy-L1,0.9617696263709025,0.07970523834228516
5,isolation-LossAccuracy-L1,0.9609360490311398,0.07906484603881836
6,isolation-LossAccuracy-L1,0.9101659355330919,0.07815694808959961
7,isolation-LossAccuracy-L1,0.9098881545500764,0.0731968879699707
8,isolation-LossAccuracy-L1,0.9610293207967334,0.06975626945495605
9,isolation-LossAccuracy-L1,0.9072704081632653,0.06989383697509766
10,isolation-LossAccuracy-L1,0.9078980891719742,0.07234001159667969
11,isolation-LossAccuracy-L1,0.9175986630672326,0.07071232795715332
12,isolation-LossAccuracy-L1,0.9174807197943444,0.06857180595397949
13,isolation-LossAccuracy-L1,0.9622057001239154,0.07014966011047363
14,isolation-LossAccuracy-L1,0.9098074111739654,0.07268309593200684
15,isolation-LossAccuracy-L1,0.9103386922539243,0.06952881813049316
16,isolation-LossAccuracy-L1,0.9103719690237395,0.123443603515625
17,isolation-LossAccuracy-L1,0.9093336724313326,0.08031702041625977
18,isolation-LossAccuracy-L1,0.909322141676205,0.07672333717346191
19,isolation-LossAccuracy-L1,0.9081860524468831,0.07507586479187012
20,isolation-LossAccuracy-L1,0.9216465760451397,0.07293558120727539
21,isolation-LossAccuracy-L1,0.960074165636588,0.07141518592834473
22,isolation-LossAccuracy-L1,0.9109754546610705,0.0680081844329834
23,isolation-LossAccuracy-L1,0.9098527171152869,0.07729339599609375
24,isolation-LossAccuracy-L1,0.9098892707140128,0.07288718223571777
25,isolation-LossAccuracy-L1,0.9616051523408474,0.07342267036437988
26,isolation-LossAccuracy-L1,0.9623939037234375,0.07283997535705566
27,isolation-LossAccuracy-L1,0.9187351677249697,0.07131767272949219
28,isolation-LossAccuracy-L1,0.9081424936386765,0.07679367065429688
29,isolation-LossAccuracy-L1,0.9193972427059957,0.07712864875793457
30,isolation-LossAccuracy-L1,0.9095886922195343,0.07881331443786621
