Sensor,Grupo de Execução,F1-Measure,Tempo Processamento
1,diversidade-Freezing-L1,0.6664608735916036,0.044878482818603516
2,diversidade-Freezing-L1,0.6664608735916036,0.04384660720825195
3,diversidade-Freezing-L1,0.6664608735916036,0.045807838439941406
4,diversidade-Freezing-L1,0.66615206483983,0.038910627365112305
5,diversidade-Freezing-L1,0.66615206483983,0.04112887382507324
6,diversidade-Freezing-L1,0.6664608735916036,0.04139590263366699
7,diversidade-Freezing-L1,0.6663579532299143,0.03849911689758301
8,diversidade-Freezing-L1,0.6662550169805497,0.038504838943481445
9,diversidade-Freezing-L1,0.66615206483983,0.03871273994445801
10,diversidade-Freezing-L1,0.6664608735916036,0.03842902183532715
11,diversidade-Freezing-L1,0.6660490968040758,0.03829312324523926
12,diversidade-Freezing-L1,0.66615206483983,0.040628910064697266
13,diversidade-Freezing-L1,0.6666666666666665,0.05025076866149902
14,diversidade-Freezing-L1,0.6664608735916036,0.05081510543823242
15,diversidade-Freezing-L1,0.66615206483983,0.0665276050567627
16,diversidade-Freezing-L1,0.6663579532299143,0.046860456466674805
17,diversidade-Freezing-L1,0.6659461128696054,0.04784750938415527
18,diversidade-Freezing-L1,0.6663579532299143,0.046897172927856445
19,diversidade-Freezing-L1,0.6664608735916036,0.046694278717041016
20,diversidade-Freezing-L1,0.6665637780692955,0.04437446594238281
21,diversidade-Freezing-L1,0.6663579532299143,0.04554319381713867
22,diversidade-Freezing-L1,0.6663579532299143,0.046499013900756836
23,diversidade-Freezing-L1,0.6662550169805497,0.04633045196533203
24,diversidade-Freezing-L1,0.6662550169805497,0.04684114456176758
25,diversidade-Freezing-L1,0.6660490968040758,0.0486147403717041
26,diversidade-Freezing-L1,0.66615206483983,0.06428170204162598
27,diversidade-Freezing-L1,0.6664608735916036,0.04928898811340332
28,diversidade-Freezing-L1,0.6663579532299143,0.04276633262634277
29,diversidade-Freezing-L1,0.6664608735916036,0.04366803169250488
30,diversidade-Freezing-L1,0.66615206483983,0.042719364166259766
