Sensor,Grupo de Execução,F1-Measure,Tempo Processamento
1,isolation-Freezing-L1,0.5913426265590609,0.07720279693603516
2,isolation-Freezing-L1,0.5935210809050951,0.07249808311462402
3,isolation-Freezing-L1,0.5930630190522717,0.07530665397644043
4,isolation-Freezing-L1,0.5920312881935957,0.07051420211791992
5,isolation-Freezing-L1,0.5896180215475024,0.07276701927185059
6,isolation-Freezing-L1,0.5937499999999999,0.06872296333312988
7,isolation-Freezing-L1,0.5945506303375355,0.07389259338378906
8,isolation-Freezing-L1,0.5875429131927417,0.07155585289001465
9,isolation-Freezing-L1,0.5899632802937577,0.06731128692626953
10,isolation-Freezing-L1,0.5904233624276041,0.06806468963623047
11,isolation-Freezing-L1,0.5895028977226351,0.06899714469909668
12,isolation-Freezing-L1,0.5883506249489423,0.07318639755249023
13,isolation-Freezing-L1,0.5921459996741076,0.0717008113861084
14,isolation-Freezing-L1,0.5930630190522717,0.07081294059753418
15,isolation-Freezing-L1,0.5911129229514882,0.07286214828491211
16,isolation-Freezing-L1,0.5885812300906642,0.06830573081970215
17,isolation-Freezing-L1,0.5914574502771437,0.07219481468200684
18,isolation-Freezing-L1,0.5922606924643585,0.07187747955322266
19,isolation-Freezing-L1,0.5926046587392084,0.07581067085266113
20,isolation-Freezing-L1,0.5942076147087538,0.07334423065185547
21,isolation-Freezing-L1,0.5923753665689147,0.07208585739135742
22,isolation-Freezing-L1,0.5916870415647921,0.07852506637573242
23,isolation-Freezing-L1,0.588235294117647,0.07485175132751465
24,isolation-Freezing-L1,0.5878891885265995,0.06903481483459473
25,isolation-Freezing-L1,0.5936355497680476,0.07268691062927246
26,isolation-Freezing-L1,0.5876583571720475,0.06759119033813477
27,isolation-Freezing-L1,0.5930630190522717,0.06604146957397461
28,isolation-Freezing-L1,0.5890422144198579,0.06843733787536621
29,isolation-Freezing-L1,0.5934065934065932,0.06840968132019043
30,isolation-Freezing-L1,0.5926046587392084,0.06821155548095703
