Sensor,Grupo de Execução,F1-Measure,Tempo Processamento
1,isolation-Bias-L1,0.9624116114625976,0.08188700675964355
2,isolation-Bias-L1,0.962562860867946,0.07753300666809082
3,isolation-Bias-L1,0.9624293609886361,0.07524538040161133
4,isolation-Bias-L1,0.9616028782333604,0.07820558547973633
5,isolation-Bias-L1,0.963174563745886,0.0761573314666748
6,isolation-Bias-L1,0.9629905613512175,0.08160686492919922
7,isolation-Bias-L1,0.9627745377838439,0.08260059356689453
8,isolation-Bias-L1,0.9611307420494698,0.08312296867370605
9,isolation-Bias-L1,0.9623939037234375,0.08123064041137695
10,isolation-Bias-L1,0.9640707415451446,0.07863879203796387
11,isolation-Bias-L1,0.9611000991080281,0.08176875114440918
12,isolation-Bias-L1,0.9631513647642683,0.07938861846923828
13,isolation-Bias-L1,0.9631055900621119,0.0791175365447998
14,isolation-Bias-L1,0.9614692560650244,0.07921695709228516
15,isolation-Bias-L1,0.9618150260352094,0.08384561538696289
16,isolation-Bias-L1,0.9606543156329383,0.08185267448425293
17,isolation-Bias-L1,0.960947185717828,0.08510446548461914
18,isolation-Bias-L1,0.9614765266939179,0.08127379417419434
19,isolation-Bias-L1,0.9628940183668406,0.07834577560424805
20,isolation-Bias-L1,0.9628204332443672,0.0800478458404541
21,isolation-Bias-L1,0.9633631395926479,0.0773017406463623
22,isolation-Bias-L1,0.961290322580645,0.0805668830871582
23,isolation-Bias-L1,0.9606201550387593,0.09074687957763672
24,isolation-Bias-L1,0.962008057018903,0.08481574058532715
25,isolation-Bias-L1,0.9621916449733482,0.12855887413024902
26,isolation-Bias-L1,0.9622278732245864,0.1413581371307373
27,isolation-Bias-L1,0.9621179242358481,0.09043598175048828
28,isolation-Bias-L1,0.9618055555555556,0.09375548362731934
29,isolation-Bias-L1,0.9621038268312353,0.08554697036743164
30,isolation-Bias-L1,0.963279990075673,0.08264017105102539
