Sensor,Grupo de Execução,F1-Measure,Tempo Processamento
1,diversidade-Drift-L2,0.8887459807073952,0.04536747932434082
2,diversidade-Drift-L2,0.8887638643304938,0.042115211486816406
3,diversidade-Drift-L2,0.8900843034925733,0.041815996170043945
4,diversidade-Drift-L2,0.886885113919974,0.04380178451538086
5,diversidade-Drift-L2,0.8876729964596071,0.04555249214172363
6,diversidade-Drift-L2,0.8865265362003707,0.04236102104187012
7,diversidade-Drift-L2,0.888853170457285,0.04241657257080078
8,diversidade-Drift-L2,0.8872434607645873,0.04445934295654297
9,diversidade-Drift-L2,0.88634716069271,0.041858673095703125
10,diversidade-Drift-L2,0.8904582296765912,0.04160165786743164
11,diversidade-Drift-L2,0.891597177677999,0.04464316368103027
12,diversidade-Drift-L2,0.8888888888888892,0.04456377029418945
13,diversidade-Drift-L2,0.8898168968840349,0.045645713806152344
14,diversidade-Drift-L2,0.8881203249416871,0.04593253135681152
15,diversidade-Drift-L2,0.8886566444247932,0.045476436614990234
16,diversidade-Drift-L2,0.8902625030103555,0.04844784736633301
17,diversidade-Drift-L2,0.8875120695204379,0.04788994789123535
18,diversidade-Drift-L2,0.8907077515647566,0.04558897018432617
19,diversidade-Drift-L2,0.8868668974957727,0.04748892784118652
20,diversidade-Drift-L2,0.8897454428651733,0.04560399055480957
21,diversidade-Drift-L2,0.8891924467657691,0.045133113861083984
22,diversidade-Drift-L2,0.8886924375150685,0.04483342170715332
23,diversidade-Drift-L2,0.888835302628406,0.046506643295288086
24,diversidade-Drift-L2,0.8883171182761115,0.04498434066772461
25,diversidade-Drift-L2,0.8883885493727882,0.04394841194152832
26,diversidade-Drift-L2,0.8892994858611822,0.04508638381958008
27,diversidade-Drift-L2,0.8897454428651733,0.04263496398925781
28,diversidade-Drift-L2,0.8889246101912874,0.04799199104309082
29,diversidade-Drift-L2,0.8890139033995014,0.04636526107788086
30,diversidade-Drift-L2,0.8885672937771344,0.044678688049316406
