Sensor,Grupo de Execução,F1-Measure,Tempo Processamento
1,svm-Noise-L2,0.9496422674738584,0.3954195976257324
2,svm-Noise-L2,0.8980253878702397,0.5116486549377441
3,svm-Noise-L2,0.2567245488593803,0.5066971778869629
4,svm-Noise-L2,0.1315949798952114,0.5036637783050537
5,svm-Noise-L2,0.13807583055452627,0.448319673538208
6,svm-Noise-L2,0.6789334696311441,0.4835093021392822
7,svm-Noise-L2,0.1325776244455397,0.4701986312866211
8,svm-Noise-L2,0.25108621083924076,0.5159573554992676
9,svm-Noise-L2,0.13402315841340234,0.5730142593383789
10,svm-Noise-L2,0.13344594594594586,0.44425225257873535
11,svm-Noise-L2,0.9131058216231712,0.5627691745758057
12,svm-Noise-L2,0.7176919408679064,0.52923583984375
13,svm-Noise-L2,0.14709457816678823,0.4686908721923828
14,svm-Noise-L2,0.0013372559507889004,0.4542412757873535
15,svm-Noise-L2,0.9451557685724071,0.4634723663330078
16,svm-Noise-L2,0.13878743608473326,0.4568765163421631
17,svm-Noise-L2,0.9003210845522654,0.47705531120300293
18,svm-Noise-L2,0.9160008637443317,0.44559669494628906
19,svm-Noise-L2,0.9133959962689245,0.5345048904418945
20,svm-Noise-L2,0.7569554682930905,0.496060848236084
21,svm-Noise-L2,0.559696538643907,0.5051372051239014
22,svm-Noise-L2,0.5529108115858906,0.4659743309020996
23,svm-Noise-L2,0.7444253859348199,0.5478231906890869
24,svm-Noise-L2,0.2487854479719806,0.525904655456543
25,svm-Noise-L2,0.9152907394113421,0.43842601776123047
26,svm-Noise-L2,0.2542043244480036,0.5090713500976562
27,svm-Noise-L2,0.23347968028819074,0.533686637878418
28,svm-Noise-L2,0.7426800424108962,0.6459629535675049
29,svm-Noise-L2,0.9004158150680103,0.4874551296234131
30,svm-Noise-L2,0.24968986128341042,0.49257779121398926
