Sensor,Grupo de Execução,Precision,Recall,F1-Measure,Tempo Processa Sensor
1,diversidade-Freezing-L1,1.0,0.8571428571428571,0.923076923076923,0.0014231204986572266
2,diversidade-Freezing-L1,0.3333333333333333,0.5714285714285714,0.4210526315789474,0.0014040470123291016
3,diversidade-Freezing-L1,1.0,0.8571428571428571,0.923076923076923,0.0014235973358154297
