Sensor,Grupo de Execução,Precision,Recall,F1-Measure,Accuracy,Tempo Processa Sensor
1,svm-Bias-L1,0.0968714662646061,0.2974537037037037,0.14614728461757182,0.6524305555555555,0.6147513389587402
2,svm-Bias-L1,0.1826086956521739,0.3159722222222222,0.2314540059347181,0.790162037037037,0.6087560653686523
3,svm-Bias-L1,0.10291471752428931,0.33101851851851855,0.15701345045292342,0.6445601851851852,0.6056275367736816
4,svm-Bias-L1,0.10473723168023687,0.3275462962962963,0.15872125630959058,0.6527777777777778,0.6209816932678223
5,svm-Bias-L1,0.0987700335445397,0.30671296296296297,0.14942204680011278,0.6508101851851852,0.6200582981109619
6,svm-Bias-L1,0.18526170798898073,0.3113425925925926,0.23229706390328153,0.794212962962963,0.618361234664917
7,svm-Bias-L1,0.1045156591405681,0.33217592592592593,0.15900277008310248,0.6486111111111111,0.6265678405761719
8,svm-Bias-L1,0.16946959896507116,0.30324074074074076,0.2174273858921162,0.781712962962963,0.6215307712554932
9,svm-Bias-L1,0.10342233922527266,0.31828703703703703,0.15611694578484248,0.6559027777777777,0.621178150177002
10,svm-Bias-L1,0.17320703653585928,0.2962962962962963,0.21861656703672078,0.7881944444444444,0.6182339191436768
11,svm-Bias-L1,0.1788931788931789,0.32175925925925924,0.22994210090984282,0.7844907407407408,0.6205103397369385
12,svm-Bias-L1,0.10610465116279069,0.33796296296296297,0.16150442477876104,0.649074074074074,0.6041810512542725
13,svm-Bias-L1,0.17532029669588672,0.30092592592592593,0.22155943757988922,0.7885416666666667,0.6144521236419678
14,svm-Bias-L1,0.17454316320100818,0.32060185185185186,0.22603019175846595,0.7804398148148148,0.617668867111206
15,svm-Bias-L1,0.10474168435951875,0.3425925925925926,0.16043360433604337,0.6414351851851852,0.6054389476776123
16,svm-Bias-L1,0.4075471698113208,1.0,0.579088471849866,0.8546296296296296,0.6062209606170654
17,svm-Bias-L1,0.19028609447771125,0.33101851851851855,0.24165610477397553,0.7922453703703703,0.6048967838287354
18,svm-Bias-L1,0.18295081967213114,0.3229166666666667,0.23357053160318123,0.7880787037037037,0.6313400268554688
19,svm-Bias-L1,0.1965923984272608,0.3472222222222222,0.2510460251046025,0.7928240740740741,0.6016018390655518
20,svm-Bias-L1,0.17169069462647443,0.30324074074074076,0.2192468619246862,0.7840277777777778,0.6167027950286865
21,svm-Bias-L1,0.17755775577557756,0.3113425925925926,0.22614543926019337,0.7869212962962963,0.6111936569213867
22,svm-Bias-L1,0.17823042647994908,0.32407407407407407,0.22997946611909648,0.7829861111111112,0.6171927452087402
23,svm-Bias-L1,0.17972972972972973,0.30787037037037035,0.22696245733788395,0.7902777777777777,0.633307695388794
24,svm-Bias-L1,0.18456375838926176,0.31828703703703703,0.2336448598130841,0.7912037037037037,0.673424482345581
25,svm-Bias-L1,0.1800518134715026,0.32175925925925924,0.2308970099667774,0.7856481481481481,0.6607348918914795
26,svm-Bias-L1,0.08519553072625698,0.2824074074074074,0.13090128755364805,0.625,0.6417598724365234
27,svm-Bias-L1,0.10082768999247554,0.3101851851851852,0.1521862578080636,0.6543981481481481,0.6677844524383545
28,svm-Bias-L1,0.09824689554419284,0.3113425925925926,0.14936146585230428,0.6453703703703704,0.645585298538208
29,svm-Bias-L1,0.18629407850964738,0.32407407407407407,0.23658639628221376,0.7908564814814815,0.6314070224761963
30,svm-Bias-L1,0.09793253536452666,0.3125,0.1491300745650373,0.6434027777777778,0.6218593120574951
1,svm-Bias-L1,0.0968714662646061,0.2974537037037037,0.14614728461757182,0.6524305555555555,0.6186342239379883
2,svm-Bias-L1,0.1826086956521739,0.3159722222222222,0.2314540059347181,0.790162037037037,0.610278844833374
3,svm-Bias-L1,0.10291471752428931,0.33101851851851855,0.15701345045292342,0.6445601851851852,0.6175217628479004
4,svm-Bias-L1,0.10473723168023687,0.3275462962962963,0.15872125630959058,0.6527777777777778,0.6260929107666016
5,svm-Bias-L1,0.0987700335445397,0.30671296296296297,0.14942204680011278,0.6508101851851852,0.6729111671447754
6,svm-Bias-L1,0.18526170798898073,0.3113425925925926,0.23229706390328153,0.794212962962963,0.6303117275238037
7,svm-Bias-L1,0.1045156591405681,0.33217592592592593,0.15900277008310248,0.6486111111111111,0.6392300128936768
8,svm-Bias-L1,0.16946959896507116,0.30324074074074076,0.2174273858921162,0.781712962962963,0.6599059104919434
9,svm-Bias-L1,0.10342233922527266,0.31828703703703703,0.15611694578484248,0.6559027777777777,0.6853504180908203
